"Type","ID","Description","geneID"
"GO","GO:1903708","positive regulation of hemopoiesis","RARA/NEDD9/CSF1/FOS/KLF10/TRIB1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/GATA3/TESC/CREB1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CD83/TRAF6/ARID2/CCR1/RIPK1/TNF/SOCS1/MMP14/IL4I1/NLRP3/EGR3/ZFP36L1/LIF/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/IL15/HLX/AGER"
"GO","GO:0002720","positive regulation of cytokine production involved in immune response","SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/TICAM1/FZD5/HLA-F/PANX1/F2RL1/TLR3/TRAF6/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6"
"GO","GO:0002573","myeloid leukocyte differentiation","RARA/MYC/INHBA/NEDD9/NR3C1/CSF1/IRF7/FOS/KLF10/EPHA2/BATF2/TRIB1/IFI16/ANXA2/BMP2/MYD88/PIK3R1/RELB/FOSL2/GATA3/JUNB/TESC/LYN/CREB1/F2RL1/RUNX1/TLR3/TRAF6/SP3/CCR1/RIPK1/TNF/TNFAIP6/SOCS1/CITED2/FOXP1/SIRT1/DHRS2/ZFP36L1/FSTL3/LIF/CSF2/ZNF675/KITLG/CSF3/OSTM1/CAMK4/CLDN18/IL15/ERFE/IL33/TLR4/UCP2/TMEM178A"
"GO","GO:0071496","cellular response to external stimulus","PTGER4/NUAK2/ZC3H12A/MAP3K14/NFKB1/IRF1/FOS/KLF10/MAP3K1/AMBRA1/IFI16/ATF3/RICTOR/MYD88/EIF2AK2/PMAIP1/CREBBP/SOX9/TNRC6A/AKR1C3/BCL10/EP300/PTGS2/LYN/GADD45A/TRIM24/NUAK1/TNFRSF10A/FOSL1/TNC/CDKN1A/TLR3/NFE2L2/FOXO1/ERCC6/PPM1D/MAP2K4/ANKRD1/COL1A1/FLCN/CPEB4/NR4A2/SIRT1/MFSD2A/CDKN2B/FGF2/PIM1/GDAP1/PCK1/BMT2/WNT2B/SLC2A1/PRKD1/AVPR1A/RNF152/CBL/VCAM1/FAS/UCN2/PLD1/IL33/TLR4/CASTOR1/UCP2/AQP1/CASR/NPRL2/MLXIPL/NR1H4/UCN3/ADORA2B"
"GO","GO:0050678","regulation of epithelial cell proliferation","MYC/THBS1/FRS2/HES1/NR1D1/TNFAIP3/STAT1/PRKD2/RICTOR/PDGFB/DUSP10/CCL2/SOX9/KDM5B/GATA3/ODAM/RREB1/ZFP36/TRIM24/EFNB2/NR4A1/OVOL1/EYA1/TCF7L2/F3/ZEB1/MAGED1/INTU/IL12A/TNF/BRCA2/FLCN/NKX3-1/FGFBP1/MYDGF/EREG/HAS2/SIX4/SIRT1/NR4A3/EGR3/WDR13/ZFP36L1/CDKN2B/NOD2/VEGFC/FGF2/ZNF304/MEF2C/TGFB2/MCC/SGPP2/IRS2/OSR2/RUNX3/SRSF6/PLXNB3/PRKD1/SPINK1/ALOX5/SIX1/JCAD/POLD4/APOE/APLN/HLX/TEK/PTCH1/MTSS1/PROX1/FGFR1/HYAL1/ANG/HPN/HOXA5/FGF1/TP63/CDKN1C/PTN/KLF9"
"GO","GO:0043367","CD4-positive alpha-beta T cell differentiation","RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/SOCS1/FOXP1/NLRP3/BRAF/LOXL3/RUNX3/IL18R1/HLX/ENTPD7/RORA"
"GO","GO:0009612","response to mechanical stimulus","THBS1/FOSB/PTGER4/MAP3K14/NFKB1/NFKBIA/IRF1/STAT1/FOS/MAP3K1/MYD88/CXCL10/SOX9/EDN1/BCL10/PTGS2/TXNIP/GADD45A/TNFRSF10A/FOSL1/TNC/TLR3/MAP2K4/ANKRD1/TNF/COL1A1/MMP14/CITED2/FGF2/ETV1/SLC1A3/TUBA1A/TMEM120A/SLC2A1/CXCR4/ANO3/ADGRV1/FAS/ACTA1/ANGPT2/PTCH1/IL33/TLR4/DDR2/RYR2/AQP1/GATA4/HPN/STRA6/PTN"
"GO","GO:0038061","non-canonical NF-kappaB signal transduction","BCL3/CYLD/ZC3H12A/MAP3K14/NFKB1/NFKBIA/IFI35/LGALS9/EIF2AK2/CREBBP/REL/RC3H1/RELB/EDN1/NFKB2/EP300/BIRC3/RTKN2/NFAT5/TMSB4X/TCIM/TNFRSF10A/TNFSF15/NMI/IKBKE/TLR3/TRAF6/RIPK1/TNF/PDCD4/NLRP3/NOD2/NOD1/NR3C2/IL18R1/TLR6/SPHK1/TLR4/AGER"
"GO","GO:0002819","regulation of adaptive immune response","ZC3H12A/RSAD2/TNFAIP3/IRF1/IRF7/IL6/RIPK2/ANXA1/DUSP10/TAP2/CD274/RC3H1/RIF1/GATA3/JUNB/SMAD7/FZD5/BCL6/HLA-F/NFKBIZ/FBXO38/JAK2/TRAF6/IL12A/TNF/IFNB1/AHR/SIRT1/IL4I1/NLRP3/EPHB2/TNFSF13B/NOD2/MEF2C/TNFRSF14/ARID5A/RAET1L/LOXL3/IL20RB/SAMSN1/CLEC7A/IL18R1/PRKCQ/HLX/ULBP1/IL33/AGER/LTA/KMT5C"
"GO","GO:1901654","response to ketone","THBS1/FOSB/PTGER4/INHBA/NR3C1/FOS/XRN1/EDN1/AKR1C3/TXNIP/CREB1/WBP2/FOSL1/TNC/CDKN1A/TSPO/JAK2/CD38/KLF2/NEFL/SCNN1A/GNAI1/NKX3-1/AKR1C2/CYP1B1/PRKCE/AHR/SGK1/FOXP1/SIRT1/ASS1/TGFB2/TRERF1/PCK1/ABHD2/PRKD1/SLIT2/AVPR1A/CBL/FBP1/PTGER2/HOXB13/ACE/PTGFR/OXTR/ADCY1/AQP1/UCN3/KLF9"
"GO","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","THBS1/OAS1/OAS3/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/BCL10/IL1A/TICAM1/FZD5/TLR3/CYBA/JAK2/RIPK1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/TLR1"
"GO","GO:0034340","response to type I interferon","OAS1/SAMHD1/IFIT1/IRF7/ISG15/STAT1/OAS3/STAT2/IFIH1/OAS2/NLRC5/USP18/MX1/MYD88/ZBP1/SP100/TRAF3/SHFL/SETD2/IFITM3/IFITM2/IFITM1/IKBKE/CH25H/IFI27/IFNB1/STING1/TRIM6"
"GO","GO:0016032","viral process","JUN/OAS1/ZC3H12A/N4BP1/ZNFX1/RSAD2/OASL/ICAM1/ZC3HAV1/IFIT1/LAMP3/IRF7/ISG15/TRIM22/STAT1/OAS3/IFIH1/EPHA2/NEDD4/TRIM26/OAS2/PARP10/IFI16/USP6NL/PARP9/TRIM21/IFIT5/CCL5/TRIM38/MX1/CXCL8/LGALS9/EIF2AK2/EEF1A1/CCL2/CHD1/PTX3/TRIM5/CCNT2/EP300/SHFL/TMPRSS4/ZFP36/IFITM3/ISG20/EFNB2/RSF1/IFITM2/ITGA5/CIITA/IFITM1/IFNL3/CH25H/BST2/TNF/IFI27/APOBEC3G/IFNB1/SLPI/LAMTOR5/TNFRSF14/ST3GAL2/NR5A2/HMGA2/CXCR4/GBP7/SELPLG/ST6GALNAC2/APOBEC3B/APOE/MRC1/HS3ST5/RFPL1/TRIM31/HAVCR1/PROX1/ANPEP/TPCN1/ATG16L2/HPN/VPS37D/TRIM6/PRKN"
"GO","GO:0061041","regulation of wound healing","THBS1/TNFAIP3/PLAUR/ANXA2/ANXA1/PDGFB/TSPAN8/EDN1/HBEGF/RREB1/F2RL1/SH2B3/F3/ACTG1/SERPINE1/NFE2L2/TNF/CLDN3/PRKCE/PRDX2/EPHB2/FGF2/DUOX1/VKORC1/FERMT1/FAP/SRSF6/CXCR4/NOS3/ALOX5/CLEC7A/ADRA2A/FGB/PDGFA/APOE/DDR2"
"GO","GO:0071347","cellular response to interleukin-1","ZC3H12A/IRAK2/HES1/NFKB1/GBP1/NR1D1/NFKBIA/CX3CL1/IL6/EGR1/CCL5/CXCL8/MYD88/CCL2/SOX9/RC3H1/EDN1/ZBP1/OTUD4/TRAF6/CCL20/ANKRD1/KLF2/NKX3-1/HAS2/ZNF675/PCK1/KMO/FGB/PTGIS/HYAL1/RORA"
"GO","GO:0001667","ameboidal-type cell migration","THBS1/SEMA7A/RHOB/ZC3H12A/PLK2/SEMA3A/KLF4/AMOTL2/PRKD2/EPHA2/ITGB4/PML/PIP5K1A/ANXA1/PDGFB/ARID5B/DUSP10/HDAC9/SOX9/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/GNA13/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/ZFAND5/FOXP1/SIRT1/SEMA3D/EGR3/VEGFC/FGF2/ISL1/SRGAP2/SEMA4G/MEF2C/ARHGDIB/PLEKHG5/TGFB2/BRAF/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/RET/APOE/FGF19/ADGRA2/GBX2/ANGPT2/BCAS3/TEK/DDR2/AQP1/GPLD1/PROX1/FGFR1/HYAL1/PITX2/FGF1/EDN2/HDAC5/FAT2/PTN"
"GO","GO:0070663","regulation of leukocyte proliferation","CD24/CSF1/HES1/TNFAIP3/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/BST2/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/CSF2/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/IL33/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:1990823","response to leukemia inhibitory factor","KLF4/ICAM1/PML/MTF2/ARID5B/SPOCK2/FOSL2/KDM5B/SOCS3/RIF1/SPRY2/SMAD7/EXT1/CREB1/B3GNT2/SRSF7/RFX2/SIRT1/VEGFC/MAT2A/INA/BCAT2/NFYB/SPRY4/NR5A2/PMM1/LRAT/GLDC/TEX14/CACNB4/NEFH"
"GO","GO:0032944","regulation of mononuclear cell proliferation","CD24/CSF1/HES1/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:0030217","T cell differentiation","RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/AMBRA1/IL6/RIPK2/EGR1/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/PIK3R1/RC3H1/RELB/FOSL2/IL1A/SOCS3/GATA3/JUNB/IKZF3/SMAD7/IFNL1/FZD5/BCL6/NFKBIZ/RUNX1/VSIR/CHD7/ZEB1/CD83/SP3/ARID2/IFNB1/PRDM1/TNFRSF9/SOCS1/FOXP1/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/BRAF/PCK1/LOXL3/PREX1/RUNX3/SOX4/ADAM8/TNFSF9/GLI2/IL18R1/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9/ENTPD7/RORA"
"GO","GO:0030098","lymphocyte differentiation","RARA/PTGER4/INHBA/KLF6/BCL3/ZC3H12A/RSAD2/IRF1/AMBRA1/IL6/RIPK2/EGR1/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/HDAC9/PIK3R1/RC3H1/RELB/FOSL2/IL1A/SOCS3/GATA3/JUNB/EP300/IKZF3/SMAD7/IFNL1/FZD5/DCLRE1C/CMTM7/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CHD7/ZEB1/CD83/SP3/ARID2/IL11/IFNB1/PRDM1/TNFRSF9/ITM2A/SOCS1/MMP14/FOXP1/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/TNFSF13B/CDH17/BRAF/PCK1/LOXL3/MERTK/PREX1/RUNX3/PGLYRP2/SOX4/ADAM8/TNFSF9/GLI2/VCAM1/IL18R1/ZMIZ1/IL7/PBX1/CAMK4/IL15/HLX/PSG9/HDAC5/PLCL2/ENTPD7/RORA"
"GO","GO:0045619","regulation of lymphocyte differentiation","RARA/INHBA/ZC3H12A/IRF1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/RC3H1/GATA3/JUNB/IKZF3/SMAD7/IFNL1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/ZEB1/CD83/ARID2/IFNB1/PRDM1/SOCS1/MMP14/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/BRAF/PCK1/LOXL3/RUNX3/PGLYRP2/SOX4/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9"
"GO","GO:0001503","ossification","CCN2/SEMA7A/CCN1/PTGER4/CSF1/TENT5A/ISG15/KLF10/IGFBP3/EPHA2/NOCT/IL6/BMP2/DHX36/SOX9/HIRA/TPM4/FOSL2/JUNB/PTGS2/ADRB2/MEF2D/SMAD7/EXT1/TUFT1/SETD2/EGR2/GTPBP4/NIPBL/IFITM1/RUNX1/ACVR2A/BAMBI/TNC/BCOR/INTU/TRAF6/SP3/CCR1/TNF/ATRAID/COL1A1/TNFAIP6/FGFR3/MMP14/ACHE/CHSY1/EBP/NBR1/VEGFC/FGF2/PRICKLE1/FSTL3/MEF2C/PTHLH/OSR2/RUNX3/ADGRV1/PRKD1/FBN2/ALOX5/SLC26A2/GLI2/SNAI1/MMP13/DCHS1/PKDCC/PBX1/MMP16/TEK/PTCH1/DHRS3/THBS3/ERFE/COL5A2/ADCY10/DDR2/GPLD1/CASR/TP63/CREB3L1/SMPD3/AHSG/PTN"
"GO","GO:0050670","regulation of lymphocyte proliferation","CD24/HES1/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:0050870","positive regulation of T cell activation","RARA/ABL2/CD24/HES1/MAP3K8/AMBRA1/IL6/RIPK2/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/BCL10/IL1A/GATA3/LYN/BCL6/EFNB2/NFKBIZ/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/ARID2/IL12A/SOCS1/IL4I1/NLRP3/EGR3/TNFSF13B/NOD2/TNFRSF14/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2"
"GO","GO:0032946","positive regulation of mononuclear cell proliferation","CD24/CSF1/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/EPHB2/TNFSF13B/MEF2C/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:0070665","positive regulation of leukocyte proliferation","CD24/CSF1/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/BST2/EPHB2/TNFSF13B/MEF2C/CSF2/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:0060326","cell chemotaxis","THBS1/DUSP1/NEDD9/CSF1/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/LYN/TMSB4X/NR4A1/F2RL1/SERPINE1/CH25H/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/EGR3/NOD2/VEGFC/FGF2/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/VCAM1/CXCL9/RARRES2/PRKCQ/CXCL17/DAPK2/FGFR1/ACKR4/ITGA9/FGF1/EDN2/PTN"
"GO","GO:0002718","regulation of cytokine production involved in immune response","SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/SMAD7/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/TLR3/TRAF6/BST2/TNF/IFNB1/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/TGFB2/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6"
"GO","GO:0140895","cell surface toll-like receptor signaling pathway","OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/PIK3R1/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/TLR6/BPIFB1/TLR4/TLR1"
"GO","GO:1903034","regulation of response to wounding","THBS1/KLF4/TNFAIP3/PLAUR/ANXA2/ANXA1/PDGFB/TSPAN8/EDN1/HBEGF/LRIG2/RREB1/F2RL1/SH2B3/EPHA4/F3/ACTG1/SERPINE1/NFE2L2/TNF/CLDN3/PRKCE/PRDX2/EPHB2/FGF2/DUOX1/BRAF/VKORC1/FERMT1/FAP/SRSF6/CXCR4/NOS3/ALOX5/CLEC7A/ADRA2A/FGB/PDGFA/APOE/IL33/DDR2/PTN"
"GO","GO:0002685","regulation of leukocyte migration","THBS1/DUSP1/PTGER4/ABL2/NEDD9/CSF1/ICAM1/CX3CL1/IL6/ANXA1/CCL5/CXCL8/MYD88/CXCL10/LGALS9/CCL2/PIK3R1/EDN1/IL1A/LGALS3/LYN/SPNS2/F2RL1/SERPINE1/IL12A/CCR1/CCL20/TNF/TNFAIP6/GCNT1/MMP14/LRCH1/NOD2/VEGFC/TNFRSF14/CHST4/MTUS1/RIPOR2/KITLG/MIF/SLIT2/ADAM8/RARRES2/CXCL17/IL33/DAPK2/AGER/EDN2/SMPD3/CHST2/PTN"
"GO","GO:0031667","response to nutrient levels","RARA/NUAK2/ZC3H12A/STAT1/FOS/KLF10/AMBRA1/IFI16/ATF3/RICTOR/CXCL10/EIF2AK2/PMAIP1/CREBBP/MBD1/TNRC6A/AKR1C3/BCL10/IL1A/EP300/PTGS2/SLC25A25/ADRB2/ZFP36/TRIM24/IL15RA/NFKBIZ/NUAK1/RASAL2/TNC/ZEB1/CDKN1A/TSPO/NFE2L2/FOXO1/PPM1D/TNF/COL1A1/FLCN/ZEB2/SSTR2/SIRT2/UGT1A1/CYP1B1/CPEB4/SIRT1/CHSY1/MFSD2A/CDKN2B/NOD2/ASS1/ADM/PIM1/GDAP1/PCK1/BMT2/WNT2B/CYP1A1/FOXO4/SLC2A1/UCP3/LRAT/PRKD1/SPINK1/RNF152/CBL/VCAM1/FAS/FBP1/APOE/UCN2/ABCA1/BCKDHB/BCAS3/PLD1/ACE/CASTOR1/UCP2/ADSL/PROX1/CASR/NPRL2/LTA/GATA4/MLXIPL/CYP26A1/GIPR/NR1H4/UCN3/GDF15"
"GO","GO:0002367","cytokine production involved in immune response","SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/SMAD7/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/TLR3/TRAF6/BST2/TNF/IFNB1/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/TGFB2/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6"
"GO","GO:0043410","positive regulation of MAPK cascade","CCN2/THBS1/SEMA7A/INHBA/ZC3H12A/CD24/FRS2/SEMA3A/ICAM1/CX3CL1/IGFBP3/PRKD2/IL6/RIPK2/CCL5/BMP2/PDGFB/MYD88/LGALS9/EIF2AK2/CCL2/CD44/EDN1/IL1A/TRIM5/ADRB2/SPRY2/GADD45A/F2RL1/RAPGEF2/NRG1/TLR3/JAK2/LPAR1/GADD45B/TRAF6/BCAR3/CCR1/RIPK1/CCL20/MAP2K4/TNF/IL11/FGFR3/PRKCE/MYDGF/CIB1/PRDX2/NOD2/FGF2/LIF/MEF2C/NOD1/TGFB2/KSR1/BRAF/NDST1/MAPK8IP2/PELI2/NAIP/GAREM1/CDK10/EFNA1/MIF/ADRA2A/ADAM8/JCAD/TLR6/ABCA7/FGB/RET/PDGFA/ADRA1B/APOE/FGF19/SPHK1/CXCL17/TEK/MST1R/TLR4/AGER/FGFR1/CASR/GATA4/FGF1/SLC30A10/GDF15"
"GO","GO:0050671","positive regulation of lymphocyte proliferation","CD24/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/EPHB2/TNFSF13B/MEF2C/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR"
"GO","GO:0048568","embryonic organ development","RARA/CCN1/LRIG3/FRS2/HES1/EPHA2/ALDH1A3/SLC44A4/PDGFB/CXCL8/SOX9/RBBP6/GRHL2/TRA2B/EDN1/SOCS3/GATA3/JUNB/SPRY2/FZD5/GRHL3/SETD2/TRIOBP/SH2B3/EYA1/NIPBL/C2CD3/CHD7/ZEB1/TMED2/SP3/ARID2/TNF/PRDM1/MMP14/SIX4/CITED2/EPHB2/ZFP36L1/RARB/PRICKLE1/USH1C/LIF/ADM/MEF2C/TGFB2/CSF2/NDST1/TBX3/OSR2/HOXB5/NSDHL/EFNA1/FBN2/KITLG/GLI2/SIX1/SNAI1/PDGFA/PKDCC/PBX1/CHST11/TBX20/HOXA3/MMP16/RARRES2/GBX2/HLX/PTCH1/RNF207/TBX6/RYR2/MSX1/PROX1/VANGL2/HYAL1/PITX2/GATA4/HPN/HOXA5/DSCAML1/DLX2/STRA6/CDKN1C"
"GO","GO:0018108","peptidyl-tyrosine phosphorylation","ABL2/NEDD9/PARP14/HES1/IL6/RIPK2/ERRFI1/PARP9/RICTOR/CCL5/PDGFB/DYRK1A/ZNF592/CD44/HBEGF/SOCS3/IFNL1/LYN/CLK4/ITGA5/EPHA4/JAK2/CBLB/IL12A/TNF/IL11/FGFR3/PRKCE/SOCS1/CLK1/EPHB2/NOD2/ISL1/LIF/TNFRSF14/CSF2/ERBB3/PTK6/EFNA1/SPINK1/KITLG/MIF/SAMSN1/ADRA2A/CSF3/CBL/PDGFA/CBLC/IL7/PKDCC/RELN/IL15/TEK/ACE/CASS4/DDR2/FGFR1/PRLR"
"GO","GO:0045580","regulation of T cell differentiation","RARA/ZC3H12A/IRF1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/RC3H1/GATA3/JUNB/SMAD7/IFNL1/BCL6/NFKBIZ/RUNX1/VSIR/ZEB1/CD83/ARID2/IFNB1/PRDM1/SOCS1/IL4I1/PRDX2/NLRP3/EGR3/BRAF/PCK1/LOXL3/RUNX3/SOX4/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9"
"GO","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","IFI35/LGALS9/EIF2AK2/RC3H1/EDN1/EP300/RTKN2/NFAT5/TCIM/NMI/TLR3/TRAF6/RIPK1/TNF/PDCD4/NLRP3/NOD2/NOD1/NR3C2/IL18R1/SPHK1/TLR4/AGER"
"GO","GO:0070371","ERK1 and ERK2 cascade","CCN2/MYC/SEMA7A/CCN1/PTGER4/INHBA/FRS2/GBP1/ICAM1/CX3CL1/PRKD2/EPHA2/RIPK2/ATF3/CCL5/BMP2/PDGFB/LGALS9/DUSP5/DUSP10/CCL2/SOX9/CD44/DUSP6/EDN1/IL1A/TIMP3/SPRY2/LYN/DUSP4/F2RL1/RAPGEF2/EPHA4/NRG1/CCR1/CCL20/TNF/GRB10/FLCN/FGFR3/CIB1/EPHB2/ZFP36L1/SPRY1/NOD2/FGF2/LIF/NOD1/BRAF/CNKSR3/GAREM1/MIF/PIN1/ABCA7/FGB/PDGFA/APOE/FGF19/CXCL17/TEK/TLR4/OXTR/AGER/CASR/GATA4/FGF1/SLC30A10"
"GO","GO:0032760","positive regulation of tumor necrosis factor production","THBS1/OAS1/OAS3/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/IL1A/TICAM1/FZD5/TLR3/CYBA/JAK2/RIPK1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/IL33/TLR4/AGER/TLR1"
"GO","GO:0070555","response to interleukin-1","ZC3H12A/IRAK2/HES1/NFKB1/GBP1/NR1D1/NFKBIA/CX3CL1/IL6/RIPK2/EGR1/ANXA1/CCL5/CXCL8/MYD88/LGALS9/CCL2/SOX9/RC3H1/EDN1/ZBP1/OTUD4/TRAF6/CD38/CCL20/ANKRD1/KLF2/NKX3-1/HAS2/ZNF675/PCK1/KMO/FGB/PTGIS/HYAL1/RORA"
"GO","GO:0045637","regulation of myeloid cell differentiation","RARA/MYC/INHBA/NEDD9/CSF1/NFKBIA/IRF7/ISG15/STAT1/FOS/KLF10/TRIB1/PIK3R1/TESC/LYN/ZFP36/CREB1/CNOT4/BRD1/RUNX1/ACVR2A/MEIS1/TLR3/H4C14/TRAF6/CCR1/RIPK1/SCIN/TNF/TNFAIP6/CIB1/FOXP1/ZFP36L1/FSTL3/LIF/MEF2C/H4C5/ZNF675/H4C8/KITLG/CSF3/CAMK4/CLDN18/ERFE/TLR4/HOXA5/TMEM178A/L3MBTL1"
"GO","GO:0032479","regulation of type I interferon production","CYLD/OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/TRIM21/TRIM38/MYD88/ZBTB20/DHX36/REL/RELB/TRAF3/TICAM1/SETD2/XAF1/NMI/IKBKE/TLR3/GPATCH3/TRAF6/MORC3/STING1/GBP7/ARRDC4/TLR4"
