"Type","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO","GO:0097191","extrinsic apoptotic signaling pathway","54/2030","229/18870",1.90186420383566e-08,1.95343249708709e-06,1.44389958032411e-06,"THBS1/INHBA/CYLD/TNFSF10/ICAM1/TNFAIP3/CX3CL1/IFI6/ATF3/PML/TRAF1/PMAIP1/SKIL/PIK3R1/BCL10/IL1A/TIMP3/SP100/LGALS3/PHIP/MKNK2/NFKBIZ/EYA1/TNFRSF10A/TCF7L2/CTTN/SERPINE1/EYA4/TLR3/JAK2/IL12A/RIPK1/TNF/IFI27/FGFR3/CIB1/PRDX2/TGFB2/CSF2/LTB/ERBB3/ITPRIP/NOS3/KITLG/FAS/TLR6/FGB/BCL2L14/NDUFA13/RET/IL7/IL33/TLR4/FGFR1",54
"GO","GO:0061138","morphogenesis of a branching epithelium","47/2030","187/18870",1.92279808688919e-08,1.95343249708709e-06,1.44389958032411e-06,"MYC/CSF1/FRS2/EPHA2/PML/BMP2/SOX9/GRHL2/EDN1/KDM5B/SOCS3/SPRY2/EXT1/FZD5/EYA1/TNC/TMED2/GNA13/MAGED1/TNF/NKX3-1/COL4A1/MMP14/SIX4/GZF1/SPRY1/FGF2/ADM/WNT2B/TBX3/NFATC4/SLIT2/GLI2/SIX1/PDGFA/DCHS1/PBX1/TBX20/HOXB13/GBX2/PTCH1/ESR1/PROX1/CASR/HOXA5/FGF1/TP63",47
"GO","GO:0051090","regulation of DNA-binding transcription factor activity","81/2030","406/18870",2.61455606138027e-08,2.61194150531889e-06,1.93064323900869e-06,"BHLHE40/BCL3/CYLD/ZC3H12A/IRAK2/NFKBIE/HES1/KLF4/NFKBIA/TNFAIP3/TRIM22/CX3CL1/PRKD2/TRIB1/IL6/TRIM26/PARP10/RIPK2/NLRC5/TRIM21/TRAF1/RIPK4/TRIM38/BMP2/MYD88/LGALS9/EIF2AK2/ARID5B/SIK1/EDN1/BCL10/TRIM5/SP100/EP300/TRAF3/SMAD7/TICAM1/RTKN2/TMSB4X/TCF7L2/IKBKE/TRAF6/RIPK1/TNF/CYP1B1/ID1/CIB1/SGK1/SIRT1/STING1/NLRP3/LAMTOR5/NOD2/PIM1/NOD1/ZNF675/PRKD1/CLEC7A/ADAM8/CSF3/IL18R1/TLR6/RELN/SPHK1/PRKCQ/PTCH1/COMMD1/RFPL1/TRIM31/TBX6/TLR4/PTGIS/DDR2/ADCY1/ESR1/AGER/PROX1/TRIM6/HDAC5/NKX6-1/RHEBL1",81
"GO","GO:0006935","chemotaxis","90/2030","468/18870",2.77630795459923e-08,2.72806391473242e-06,2.01647630386681e-06,"THBS1/SEMA7A/CCN1/DUSP1/NEDD9/CSF1/SEMA3A/PLAUR/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/FLRT3/LYN/TYMP/CMTM7/TMSB4X/EFNB2/NR4A1/F2RL1/MYCBP2/F3/FOSL1/SERPINE1/CH25H/NRG1/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/SEMA3D/EGR3/NOD2/VEGFC/FGF2/SEMA4G/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/PLXNA3/VCAM1/CXCL9/PDGFA/ADGRA2/RARRES2/PRKCQ/ANGPT2/CXCL17/PLD1/DEFB1/DAPK2/PLA2G6/AGER/FGFR1/ACKR4/CASR/ITGA9/FGF1/EDN2/COLEC10/PTN",90
"GO","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","48/2030","196/18870",3.29373207359683e-08,3.18429516921603e-06,2.35370429503719e-06,"TNFSF10/PLK2/MAP3K14/TRIM22/CX3CL1/RIPK2/PELI1/TRIM21/IFIT5/TRIM38/MYD88/LGALS9/DHX36/ANKRD17/REL/BCL10/IL1A/TRIM5/FBXW11/BIRC3/TICAM1/SECTM1/F2RL1/MIER1/IKBKE/TLR3/LPAR1/TRAF6/RIPK1/BST2/TNF/BRD4/SLC20A1/PRKCE/APOL3/LAMTOR5/NOD2/NOD1/PLEKHG5/LTB/PELI2/PRKD1/CLEC7A/TLR6/RFPL1/TLR4/TRIM6/PRKN",48
"GO","GO:0042330","taxis","90/2030","470/18870",3.4174822967745e-08,3.25149029950259e-06,2.40337226184192e-06,"THBS1/SEMA7A/CCN1/DUSP1/NEDD9/CSF1/SEMA3A/PLAUR/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/FLRT3/LYN/TYMP/CMTM7/TMSB4X/EFNB2/NR4A1/F2RL1/MYCBP2/F3/FOSL1/SERPINE1/CH25H/NRG1/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/SEMA3D/EGR3/NOD2/VEGFC/FGF2/SEMA4G/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/PLXNA3/VCAM1/CXCL9/PDGFA/ADGRA2/RARRES2/PRKCQ/ANGPT2/CXCL17/PLD1/DEFB1/DAPK2/PLA2G6/AGER/FGFR1/ACKR4/CASR/ITGA9/FGF1/EDN2/COLEC10/PTN",90
"GO","GO:1902107","positive regulation of leukocyte differentiation","46/2030","185/18870",3.86034863135591e-08,3.55983533789959e-06,2.63128864605296e-06,"RARA/NEDD9/CSF1/FOS/KLF10/TRIB1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/GATA3/TESC/CREB1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CD83/TRAF6/ARID2/CCR1/RIPK1/TNF/SOCS1/MMP14/IL4I1/NLRP3/EGR3/ZFP36L1/LIF/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/IL15/HLX/AGER",46
"GO","GO:1903708","positive regulation of hemopoiesis","46/2030","185/18870",3.86034863135591e-08,3.55983533789959e-06,2.63128864605296e-06,"RARA/NEDD9/CSF1/FOS/KLF10/TRIB1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/GATA3/TESC/CREB1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CD83/TRAF6/ARID2/CCR1/RIPK1/TNF/SOCS1/MMP14/IL4I1/NLRP3/EGR3/ZFP36L1/LIF/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/IL15/HLX/AGER",46
"GO","GO:0002720","positive regulation of cytokine production involved in immune response","27/2030","81/18870",4.20921323772419e-08,3.82273093135133e-06,2.82561060886461e-06,"SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/TICAM1/FZD5/HLA-F/PANX1/F2RL1/TLR3/TRAF6/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6",27
"GO","GO:0002573","myeloid leukocyte differentiation","54/2030","235/18870",4.83900443944197e-08,4.32910337462913e-06,3.19990097181638e-06,"RARA/MYC/INHBA/NEDD9/NR3C1/CSF1/IRF7/FOS/KLF10/EPHA2/BATF2/TRIB1/IFI16/ANXA2/BMP2/MYD88/PIK3R1/RELB/FOSL2/GATA3/JUNB/TESC/LYN/CREB1/F2RL1/RUNX1/TLR3/TRAF6/SP3/CCR1/RIPK1/TNF/TNFAIP6/SOCS1/CITED2/FOXP1/SIRT1/DHRS2/ZFP36L1/FSTL3/LIF/CSF2/ZNF675/KITLG/CSF3/OSTM1/CAMK4/CLDN18/IL15/ERFE/IL33/TLR4/UCP2/TMEM178A",54
"GO","GO:0071496","cellular response to external stimulus","71/2030","346/18870",5.9111944694962e-08,5.21054406620004e-06,3.85142686100767e-06,"PTGER4/NUAK2/ZC3H12A/MAP3K14/NFKB1/IRF1/FOS/KLF10/MAP3K1/AMBRA1/IFI16/ATF3/RICTOR/MYD88/EIF2AK2/PMAIP1/CREBBP/SOX9/TNRC6A/AKR1C3/BCL10/EP300/PTGS2/LYN/GADD45A/TRIM24/NUAK1/TNFRSF10A/FOSL1/TNC/CDKN1A/TLR3/NFE2L2/FOXO1/ERCC6/PPM1D/MAP2K4/ANKRD1/COL1A1/FLCN/CPEB4/NR4A2/SIRT1/MFSD2A/CDKN2B/FGF2/PIM1/GDAP1/PCK1/BMT2/WNT2B/SLC2A1/PRKD1/AVPR1A/RNF152/CBL/VCAM1/FAS/UCN2/PLD1/IL33/TLR4/CASTOR1/UCP2/AQP1/CASR/NPRL2/MLXIPL/NR1H4/UCN3/ADORA2B",71
"GO","GO:0050678","regulation of epithelial cell proliferation","80/2030","407/18870",6.22433262276336e-08,5.40705068707878e-06,3.99667673672174e-06,"MYC/THBS1/FRS2/HES1/NR1D1/TNFAIP3/STAT1/PRKD2/RICTOR/PDGFB/DUSP10/CCL2/SOX9/KDM5B/GATA3/ODAM/RREB1/ZFP36/TRIM24/EFNB2/NR4A1/OVOL1/EYA1/TCF7L2/F3/ZEB1/MAGED1/INTU/IL12A/TNF/BRCA2/FLCN/NKX3-1/FGFBP1/MYDGF/EREG/HAS2/SIX4/SIRT1/NR4A3/EGR3/WDR13/ZFP36L1/CDKN2B/NOD2/VEGFC/FGF2/ZNF304/MEF2C/TGFB2/MCC/SGPP2/IRS2/OSR2/RUNX3/SRSF6/PLXNB3/PRKD1/SPINK1/ALOX5/SIX1/JCAD/POLD4/APOE/APLN/HLX/TEK/PTCH1/MTSS1/PROX1/FGFR1/HYAL1/ANG/HPN/HOXA5/FGF1/TP63/CDKN1C/PTN/KLF9",80
"GO","GO:0043367","CD4-positive, alpha-beta T cell differentiation","29/2030","93/18870",7.15023402252176e-08,6.12264324728506e-06,4.52561428583369e-06,"RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/SOCS1/FOXP1/NLRP3/BRAF/LOXL3/RUNX3/IL18R1/HLX/ENTPD7/RORA",29
"GO","GO:0009612","response to mechanical stimulus","50/2030","213/18870",7.35780318622244e-08,6.21164398566441e-06,4.59140009055749e-06,"THBS1/FOSB/PTGER4/MAP3K14/NFKB1/NFKBIA/IRF1/STAT1/FOS/MAP3K1/MYD88/CXCL10/SOX9/EDN1/BCL10/PTGS2/TXNIP/GADD45A/TNFRSF10A/FOSL1/TNC/TLR3/MAP2K4/ANKRD1/TNF/COL1A1/MMP14/CITED2/FGF2/ETV1/SLC1A3/TUBA1A/TMEM120A/SLC2A1/CXCR4/ANO3/ADGRV1/FAS/ACTA1/ANGPT2/PTCH1/IL33/TLR4/DDR2/RYR2/AQP1/GATA4/HPN/STRA6/PTN",50
"GO","GO:0038061","non-canonical NF-kappaB signal transduction","39/2030","148/18870",7.83970577377288e-08,6.52655505666592e-06,4.82416982482603e-06,"BCL3/CYLD/ZC3H12A/MAP3K14/NFKB1/NFKBIA/IFI35/LGALS9/EIF2AK2/CREBBP/REL/RC3H1/RELB/EDN1/NFKB2/EP300/BIRC3/RTKN2/NFAT5/TMSB4X/TCIM/TNFRSF10A/TNFSF15/NMI/IKBKE/TLR3/TRAF6/RIPK1/TNF/PDCD4/NLRP3/NOD2/NOD1/NR3C2/IL18R1/TLR6/SPHK1/TLR4/AGER",39
"GO","GO:0002819","regulation of adaptive immune response","49/2030","208/18870",8.80368611742824e-08,7.13098575511687e-06,5.27094094854274e-06,"ZC3H12A/RSAD2/TNFAIP3/IRF1/IRF7/IL6/RIPK2/ANXA1/DUSP10/TAP2/CD274/RC3H1/RIF1/GATA3/JUNB/SMAD7/FZD5/BCL6/HLA-F/NFKBIZ/FBXO38/JAK2/TRAF6/IL12A/TNF/IFNB1/AHR/SIRT1/IL4I1/NLRP3/EPHB2/TNFSF13B/NOD2/MEF2C/TNFRSF14/ARID5A/RAET1L/LOXL3/IL20RB/SAMSN1/CLEC7A/IL18R1/PRKCQ/HLX/ULBP1/IL33/AGER/LTA/KMT5C",49
"GO","GO:1901654","response to ketone","49/2030","208/18870",8.80368611742824e-08,7.13098575511687e-06,5.27094094854274e-06,"THBS1/FOSB/PTGER4/INHBA/NR3C1/FOS/XRN1/EDN1/AKR1C3/TXNIP/CREB1/WBP2/FOSL1/TNC/CDKN1A/TSPO/JAK2/CD38/KLF2/NEFL/SCNN1A/GNAI1/NKX3-1/AKR1C2/CYP1B1/PRKCE/AHR/SGK1/FOXP1/SIRT1/ASS1/TGFB2/TRERF1/PCK1/ABHD2/PRKD1/SLIT2/AVPR1A/CBL/FBP1/PTGER2/HOXB13/ACE/PTGFR/OXTR/ADCY1/AQP1/UCN3/KLF9",49
"GO","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","32/2030","110/18870",9.58186226936777e-08,7.63848786616773e-06,5.64606631696608e-06,"THBS1/OAS1/OAS3/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/BCL10/IL1A/TICAM1/FZD5/TLR3/CYBA/JAK2/RIPK1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/TLR1",32
"GO","GO:0034340","response to type I interferon","28/2030","89/18870",9.68510306687933e-08,7.63848786616773e-06,5.64606631696608e-06,"OAS1/SAMHD1/IFIT1/IRF7/ISG15/STAT1/OAS3/STAT2/IFIH1/OAS2/NLRC5/USP18/MX1/MYD88/ZBP1/SP100/TRAF3/SHFL/SETD2/IFITM3/IFITM2/IFITM1/IKBKE/CH25H/IFI27/IFNB1/STING1/TRIM6",28
"GO","GO:0016032","viral process","83/2030","432/18870",1.00000814171768e-07,7.78447896292956e-06,5.75397712712195e-06,"JUN/OAS1/ZC3H12A/N4BP1/ZNFX1/RSAD2/OASL/ICAM1/ZC3HAV1/IFIT1/LAMP3/IRF7/ISG15/TRIM22/STAT1/OAS3/IFIH1/EPHA2/NEDD4/TRIM26/OAS2/PARP10/IFI16/USP6NL/PARP9/TRIM21/IFIT5/CCL5/TRIM38/MX1/CXCL8/LGALS9/EIF2AK2/EEF1A1/CCL2/CHD1/PTX3/TRIM5/CCNT2/EP300/SHFL/TMPRSS4/ZFP36/IFITM3/ISG20/EFNB2/RSF1/IFITM2/ITGA5/CIITA/IFITM1/IFNL3/CH25H/BST2/TNF/IFI27/APOBEC3G/IFNB1/SLPI/LAMTOR5/TNFRSF14/ST3GAL2/NR5A2/HMGA2/CXCR4/GBP7/SELPLG/ST6GALNAC2/APOBEC3B/APOE/MRC1/HS3ST5/RFPL1/TRIM31/HAVCR1/PROX1/ANPEP/TPCN1/ATG16L2/HPN/VPS37D/TRIM6/PRKN",83
"GO","GO:0061041","regulation of wound healing","36/2030","133/18870",1.18077755243861e-07,9.07382134527827e-06,6.70700771688816e-06,"THBS1/TNFAIP3/PLAUR/ANXA2/ANXA1/PDGFB/TSPAN8/EDN1/HBEGF/RREB1/F2RL1/SH2B3/F3/ACTG1/SERPINE1/NFE2L2/TNF/CLDN3/PRKCE/PRDX2/EPHB2/FGF2/DUOX1/VKORC1/FERMT1/FAP/SRSF6/CXCR4/NOS3/ALOX5/CLEC7A/ADRA2A/FGB/PDGFA/APOE/DDR2",36
"GO","GO:0071347","cellular response to interleukin-1","32/2030","111/18870",1.20880284392136e-07,9.17160031198058e-06,6.77928203872755e-06,"ZC3H12A/IRAK2/HES1/NFKB1/GBP1/NR1D1/NFKBIA/CX3CL1/IL6/EGR1/CCL5/CXCL8/MYD88/CCL2/SOX9/RC3H1/EDN1/ZBP1/OTUD4/TRAF6/CCL20/ANKRD1/KLF2/NKX3-1/HAS2/ZNF675/PCK1/KMO/FGB/PTGIS/HYAL1/RORA",32
"GO","GO:0001667","ameboidal-type cell migration","92/2030","497/18870",1.24878210933401e-07,9.3564999541851e-06,6.91595249761429e-06,"THBS1/SEMA7A/RHOB/ZC3H12A/PLK2/SEMA3A/KLF4/AMOTL2/PRKD2/EPHA2/ITGB4/PML/PIP5K1A/ANXA1/PDGFB/ARID5B/DUSP10/HDAC9/SOX9/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/GNA13/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/ZFAND5/FOXP1/SIRT1/SEMA3D/EGR3/VEGFC/FGF2/ISL1/SRGAP2/SEMA4G/MEF2C/ARHGDIB/PLEKHG5/TGFB2/BRAF/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/RET/APOE/FGF19/ADGRA2/GBX2/ANGPT2/BCAS3/TEK/DDR2/AQP1/GPLD1/PROX1/FGFR1/HYAL1/PITX2/FGF1/EDN2/HDAC5/FAT2/PTN",92
"GO","GO:0070663","regulation of leukocyte proliferation","58/2030","267/18870",1.26821679598932e-07,9.38480429032095e-06,6.93687393673689e-06,"CD24/CSF1/HES1/TNFAIP3/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/BST2/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/CSF2/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/IL33/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",58
"GO","GO:1990823","response to leukemia inhibitory factor","31/2030","106/18870",1.32492200998902e-07,9.68485674130998e-06,7.15866077027443e-06,"KLF4/ICAM1/PML/MTF2/ARID5B/SPOCK2/FOSL2/KDM5B/SOCS3/RIF1/SPRY2/SMAD7/EXT1/CREB1/B3GNT2/SRSF7/RFX2/SIRT1/VEGFC/MAT2A/INA/BCAT2/NFYB/SPRY4/NR5A2/PMM1/LRAT/GLDC/TEX14/CACNB4/NEFH",31
"GO","GO:0032944","regulation of mononuclear cell proliferation","54/2030","242/18870",1.35870681218405e-07,9.81215497859184e-06,7.25275456243841e-06,"CD24/CSF1/HES1/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",54
"GO","GO:0030217","T cell differentiation","64/2030","307/18870",1.44089659925546e-07,1.02818264475443e-05,7.59991702539626e-06,"RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/AMBRA1/IL6/RIPK2/EGR1/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/PIK3R1/RC3H1/RELB/FOSL2/IL1A/SOCS3/GATA3/JUNB/IKZF3/SMAD7/IFNL1/FZD5/BCL6/NFKBIZ/RUNX1/VSIR/CHD7/ZEB1/CD83/SP3/ARID2/IFNB1/PRDM1/TNFRSF9/SOCS1/FOXP1/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/BRAF/PCK1/LOXL3/PREX1/RUNX3/SOX4/ADAM8/TNFSF9/GLI2/IL18R1/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9/ENTPD7/RORA",64
"GO","GO:0030098","lymphocyte differentiation","82/2030","429/18870",1.49888281970172e-07,1.0569768966226e-05,7.81275267879202e-06,"RARA/PTGER4/INHBA/KLF6/BCL3/ZC3H12A/RSAD2/IRF1/AMBRA1/IL6/RIPK2/EGR1/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/HDAC9/PIK3R1/RC3H1/RELB/FOSL2/IL1A/SOCS3/GATA3/JUNB/EP300/IKZF3/SMAD7/IFNL1/FZD5/DCLRE1C/CMTM7/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/CHD7/ZEB1/CD83/SP3/ARID2/IL11/IFNB1/PRDM1/TNFRSF9/ITM2A/SOCS1/MMP14/FOXP1/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/TNFSF13B/CDH17/BRAF/PCK1/LOXL3/MERTK/PREX1/RUNX3/PGLYRP2/SOX4/ADAM8/TNFSF9/GLI2/VCAM1/IL18R1/ZMIZ1/IL7/PBX1/CAMK4/IL15/HLX/PSG9/HDAC5/PLCL2/ENTPD7/RORA",82
"GO","GO:0045619","regulation of lymphocyte differentiation","49/2030","212/18870",1.64623562833523e-07,1.14738794840016e-05,8.4810352015459e-06,"RARA/INHBA/ZC3H12A/IRF1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/RC3H1/GATA3/JUNB/IKZF3/SMAD7/IFNL1/BCL6/IL15RA/NFKBIZ/RUNX1/VSIR/ZEB1/CD83/ARID2/IFNB1/PRDM1/SOCS1/MMP14/IL4I1/PRDX2/NLRP3/EGR3/ZFP36L1/BRAF/PCK1/LOXL3/RUNX3/PGLYRP2/SOX4/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9",49
"GO","GO:0001503","ossification","84/2030","444/18870",1.6803632719219e-07,1.15771235079309e-05,8.55734907624835e-06,"CCN2/SEMA7A/CCN1/PTGER4/CSF1/TENT5A/ISG15/KLF10/IGFBP3/EPHA2/NOCT/IL6/BMP2/DHX36/SOX9/HIRA/TPM4/FOSL2/JUNB/PTGS2/ADRB2/MEF2D/SMAD7/EXT1/TUFT1/SETD2/EGR2/GTPBP4/NIPBL/IFITM1/RUNX1/ACVR2A/BAMBI/TNC/BCOR/INTU/TRAF6/SP3/CCR1/TNF/ATRAID/COL1A1/TNFAIP6/FGFR3/MMP14/ACHE/CHSY1/EBP/NBR1/VEGFC/FGF2/PRICKLE1/FSTL3/MEF2C/PTHLH/OSR2/RUNX3/ADGRV1/PRKD1/FBN2/ALOX5/SLC26A2/GLI2/SNAI1/MMP13/DCHS1/PKDCC/PBX1/MMP16/TEK/PTCH1/DHRS3/THBS3/ERFE/COL5A2/ADCY10/DDR2/GPLD1/CASR/TP63/CREB3L1/SMPD3/AHSG/PTN",84
"GO","GO:0050670","regulation of lymphocyte proliferation","53/2030","238/18870",1.89490018668941e-07,1.29068542261549e-05,9.54023311695662e-06,"CD24/HES1/IRF1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/IDO1/IL1A/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/TNFRSF9/AHR/IL4I1/EPHB2/TNFSF13B/MEF2C/TNFRSF14/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",53
"GO","GO:0050870","positive regulation of T cell activation","55/2030","251/18870",1.97080999317751e-07,1.32730731450629e-05,9.81092757100433e-06,"RARA/ABL2/CD24/HES1/MAP3K8/AMBRA1/IL6/RIPK2/ACTB/ANXA1/CCL5/ARID1A/LGALS9/DUSP10/CCL2/CD274/BCL10/IL1A/GATA3/LYN/BCL6/EFNB2/NFKBIZ/RUNX1/VTCN1/VSIR/JAK2/CD83/TRAF6/ARID2/IL12A/SOCS1/IL4I1/NLRP3/EGR3/TNFSF13B/NOD2/TNFRSF14/PCK1/RUNX3/SOX4/KITLG/ADAM8/TNFSF9/GLI2/VCAM1/ZMIZ1/IL7/PRKCQ/IL15/HLX/HLA-DOB/SPTA1/AGER/PDCD1LG2",55
"GO","GO:0032946","positive regulation of mononuclear cell proliferation","38/2030","148/18870",2.37307035066297e-07,1.58046485354154e-05,1.16821673753689e-05,"CD24/CSF1/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/EPHB2/TNFSF13B/MEF2C/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",38
"GO","GO:0070665","positive regulation of leukocyte proliferation","41/2030","166/18870",2.52552367933225e-07,1.66351526746346e-05,1.22960429916824e-05,"CD24/CSF1/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/LYN/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/BST2/EPHB2/TNFSF13B/MEF2C/CSF2/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",41
"GO","GO:0060326","cell chemotaxis","66/2030","325/18870",2.55894177975659e-07,1.66720619868054e-05,1.23233248867225e-05,"THBS1/DUSP1/NEDD9/CSF1/CX3CL1/PRKD2/CXCL3/EPHA2/IL6/PIP5K1A/ANXA1/CCL5/PDGFB/CXCL8/CXCL1/CXCL10/LGALS9/CCL2/CXCL2/EDN1/CXCL11/HBEGF/LGALS3/LYN/TMSB4X/NR4A1/F2RL1/SERPINE1/CH25H/LPAR1/ABCC1/IL12A/CCR1/CORO1B/CCL20/PDE4B/TNFAIP6/DOCK4/EGR3/NOD2/VEGFC/FGF2/PLEKHG5/TGFB2/MTUS1/PREX1/CXCR4/PLXNB3/RIPOR2/PRKD1/ALOX5/MIF/SLIT2/ADAM8/VCAM1/CXCL9/RARRES2/PRKCQ/CXCL17/DAPK2/FGFR1/ACKR4/ITGA9/FGF1/EDN2/PTN",66
"GO","GO:0002718","regulation of cytokine production involved in immune response","33/2030","120/18870",2.62261029286154e-07,1.69031463391528e-05,1.24941332457886e-05,"SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/SMAD7/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/TLR3/TRAF6/BST2/TNF/IFNB1/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/TGFB2/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6",33
"GO","GO:0140895","cell surface toll-like receptor signaling pathway","22/2030","63/18870",2.94909679150526e-07,1.88051980513644e-05,1.39000541942281e-05,"OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/PIK3R1/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/TLR6/BPIFB1/TLR4/TLR1",22
