"Type","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO","GO:0030099","myeloid cell differentiation","67/1618","430/18870",1.18157675120072e-06,9.06238274045924e-05,6.78179232268116e-05,"RARA/MYC/EPHA2/BCL6/LIF/F2RL1/FOS/JUNB/INHBA/CITED2/KLF10/PML/RUNX1/LYAR/OSTM1/FOXP1/NEDD9/IRF8/ITPKB/MYD88/EP300/IL11/NR3C1/CSF1/MEF2C/HOXA5/BRD1/FOSL2/RIPK1/ZBTB46/UCP2/ZNF385A/KAT6A/FSTL3/BMP2/H4C14/RELB/TNFAIP6/KLF2/MYB/L3MBTL1/CSF2/NFKBIA/SOCS1/CNOT4/PIK3R1/BATF2/ZFP36L1/TET2/CDKN1C/KMT2E/TMEM178A/DNASE2/MEIS1/NCOA6/ACVR2A/SCIN/CDKN2B/ZNF675/TRIB1/SIRT1/ERFE/INHA/GATA3/TLR3/STAT1/TLR4",67
"GO","GO:0007264","small GTPase mediated signal transduction","74/1618","491/18870",1.21075724040833e-06,9.16558955109111e-05,6.85902666336585e-05,"CDKN1A/RHOB/BCL6/F2RL1/CDC42EP4/FAM13B/FGF2/BCAR3/SPRY4/PLEKHG6/PRAG1/ABL2/LPAR6/SPATA13/EPHB2/PLD1/PLEKHG3/IQGAP3/PLK2/RND3/SPRY2/ITPKB/EPS8L3/ARHGAP40/DENND3/CSF1/RGL3/RASGEF1B/FLCN/SRGAP2/TRIO/CDC42EP3/EPS8L1/ARHGAP24/NUCB1/RASGRP3/SPRY1/CDC42EP5/RGL1/SH3BP1/DLC1/ARHGAP33/RND1/RTN4R/RAPGEF3/ARHGEF25/RRAD/FGD3/RAB30/FBXO8/FGD4/RHEBL1/PLEKHG5/RIPOR2/ADRA2A/ARHGEF9/ABCA1/RELN/STARD13/STMN1/KALRN/RALGPS1/CYTH4/DNMBP/APOE/DOCK4/SIPA1L2/ARHGAP17/CHN1/RASGEF1A/PLEKHG7/GNA13/RAB9B/ARHGAP42",74
"GO","GO:0043410","positive regulation of MAPK cascade","72/1618","474/18870",1.25573138718325e-06,9.38417725114252e-05,7.02260576044182e-05,"PDGFB/CCN2/THBS1/SEMA7A/LIF/F2RL1/EFNA1/GDF15/GADD45A/INHBA/FGF2/WNT7A/BCAR3/NDST1/CCL2/EDN1/PRKD2/ZC3H12A/IQGAP3/SPRY2/MST1R/GAREM1/IL1A/MYD88/IL11/GADD45B/CD24/IL1B/MEF2C/FRS2/FGFR1/MAP3K5/ADAM8/RIPK1/RIPK2/NRG1/NOD1/SEMA3A/PELI2/ADRB2/ICAM1/BMP2/ERBB4/AGER/NOD2/ADRA2A/GPER1/LRRK2/ADRA1B/MAP2K4/ABCA7/CCL20/CDK10/JCAD/CASR/IL6/FGFR3/APOE/FGF1/IGFBP3/AR/LGALS9/PLCG2/SLC30A10/PRKCE/EIF2AK2/CXCL17/TLR3/ACTA2/PTPN22/AVPR1B/TLR4",72
"GO","GO:0046634","regulation of alpha-beta T cell activation","27/1618","116/18870",1.30682133523548e-06,9.46421130758969e-05,7.08249887741902e-05,"RARA/BCL6/SMAD7/JUNB/RUNX1/ZC3H12A/ITPKB/TNFRSF14/NFKBIZ/NLRP3/RC3H1/CD274/CBLB/RIPK2/ANXA1/SHH/AGER/RUNX3/SOCS1/PRDM1/VSIR/PRKCQ/IRF1/IL12A/LGALS9/GATA3/PTPN22",27
"GO","GO:0048545","response to steroid hormone","55/1618","330/18870",1.31283942776525e-06,9.46421130758969e-05,7.08249887741902e-05,"CDKN1A/THBS1/FOSL1/TXNIP/FOSB/FBXO32/FOS/INHBA/STC1/EDN1/CALCOCO1/FOXP1/ABHD2/KLF9/AKR1C3/STRN3/EP300/NR3C1/FOSL2/ZMIZ1/ISL1/NEDD4/ADM/PDE3A/NEFL/ANXA1/SCNN1A/NKX3-1/NR4A3/NR1D1/SDC1/PER1/TSPO/ZFP36L1/GNRH1/GPER1/WBP2/ABCA2/COL1A1/LBH/UCP3/UCN3/SGK1/IL6/SIRT1/ARID1A/TP63/ACE/NR3C2/AR/ASS1/TRERF1/PTGS2/OXTR/SSTR2",55
"GO","GO:0032479","regulation of type I interferon production","28/1618","123/18870",1.34762315753979e-06,9.46421130758969e-05,7.08249887741902e-05,"ARRDC4/IRF8/TRIM38/MYD88/DHX36/DHX58/TRIM21/GPATCH3/RIPK2/ZBTB20/RELB/ZC3HAV1/SETD2/MORC3/IKBKE/REL/NMI/TRAF3/IRF1/PLCG2/STING1/TLR3/XAF1/PTPN22/STAT1/OAS3/TLR4/TICAM1",28
"GO","GO:0032606","type I interferon production","28/1618","123/18870",1.34762315753979e-06,9.46421130758969e-05,7.08249887741902e-05,"ARRDC4/IRF8/TRIM38/MYD88/DHX36/DHX58/TRIM21/GPATCH3/RIPK2/ZBTB20/RELB/ZC3HAV1/SETD2/MORC3/IKBKE/REL/NMI/TRAF3/IRF1/PLCG2/STING1/TLR3/XAF1/PTPN22/STAT1/OAS3/TLR4/TICAM1",28
"GO","GO:0071774","response to fibroblast growth factor","28/1618","123/18870",1.34762315753979e-06,9.46421130758969e-05,7.08249887741902e-05,"CCN2/THBS1/EGR3/FGF2/SPRY4/NDST1/CCL2/IER2/FLRT3/PRKD2/CXCL8/SPRY2/FRS2/FGFR1/SPRY1/RUNX2/HYAL1/KDM5B/NOG/ZFP36L1/COL1A1/CASR/FGFR3/FGF1/EXT1/FGFBP1/GATA3/NR4A1",28
"GO","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","20/1618","75/18870",3.32234103123215e-06,0.000180989961411703,0.000135443002788254,"RARA/BCL6/SMAD7/SOCS3/PTGER4/JUNB/ZC3H12A/FOXP1/ENTPD7/NFKBIZ/NLRP3/RC3H1/RORC/RIPK2/ANXA1/RELB/MYB/IL6/LGALS9/GATA3",20
"GO","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","20/1618","78/18870",6.38183409138346e-06,0.00029291110959586,0.000219198677784443,"RARA/BCL6/SMAD7/JUNB/RUNX1/ZC3H12A/NFKBIZ/NLRP3/RC3H1/CD274/CBLB/RIPK2/ANXA1/AGER/RUNX3/SOCS1/VSIR/PRKCQ/LGALS9/GATA3",20
"GO","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","15/1618","56/18870",5.18289154551202e-05,0.0014594722134681,0.00109218929898814,"RARA/BCL6/SMAD7/JUNB/RUNX1/ZC3H12A/NFKBIZ/NLRP3/RC3H1/RIPK2/ANXA1/RUNX3/SOCS1/LGALS9/GATA3",15
